day_and_date,start_time,end_time,title,program_track,location,speakers_or_contributors,affiliations,keywords_tags,interest_area,registration_category,session_url,description
"Monday, 20 July 2026",4:00pm,5:00pm,OpenColorIO,Birds of a Feather,JW Marriott - Gold Ballroom 4,Carol Payne,Academy of Motion Picture Arts and Sciences,Visual Effects,Production & Animation,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_200&sess=sess565,"OCIO is an open source color management solution hosted at the Academy Software Foundation. Join us for an informal community discussion around current/planned OCIO development, implementation, and workflows.

This BoF is part of a full day of open source BoFs hosted by the Academy Software Foundation as part of Open Source Days. Learn more at opensourcedays.aswf.io."
"Monday, 20 July 2026",4:00pm,5:00pm,The USD Collective Projects,Birds of a Feather,JW Marriott - Gold Ballroom 3,Paolo Selva,800ProductionsNZ,Visual Effects,Production & Animation,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_201&sess=sess566,"A BOF meet-up of The USD Collective Projects participants and anyone else interested in knowing the status of the projects and how to participate/contribute to this collective initiative.

This BoF is part of a full day of open source BoFs hosted by the Academy Software Foundation as part of Open Source Days. Learn more at opensourcedays.aswf.io."
"Monday, 20 July 2026",4:05pm,4:15pm,FLASHand: Feed-forward reLightable and Animatable Single-view Hand Reconstruction,Technical Paper,Room 403 A,Ling-Xiao Zhang; Lin Gao; Wei-Hong He; Yu-Xuan Yang; Yunbing Xing; Yu-Kun Lai; Yiqiang Chen,"Cardiff University; East China Normal University; Institute of Computing Technology, Chinese Academy of Sciences; South China University of Technology",,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_161&sess=sess110,"We propose FLASHand, the first feed-forward model to reconstruct high-fidelity, relightable, and animatable 3D hand avatars from a single RGB image. By leveraging NIMBLE priors and mesh-based 2D Gaussian Splatting, FLASHand achieves instant, personalized reconstruction with disentangled appearance, supporting real-time animation and relighting."
"Monday, 20 July 2026",4:05pm,4:15pm,LightOpt: Lights Optimization for Real-time Rendering,Technical Paper,Room 408 A,Tuo Chen; Luyan Cao; Kui Wu; Shimin Hu,LIGHTSPEED; LightSpeed Studios; Tsinghua University,Real-Time; Rendering; Virtual Reality,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_372&sess=sess134,"LightOpt is a differentiable optimization framework that automatically reduces the number of lights in real-time game scenes while preserving visual appearance. By optimizing and restructuring real-time light sources, it lowers lighting cost, reduces overlap, and improves cross-platform performance for modern game rendering."
"Monday, 20 July 2026",4:05pm,4:15pm,Mechanical Cloaking of Halftoned Imagery,Technical Paper,Room 403 B,Jonàs Martínez; Brisard Sébastien; Kostas Danas; Eric Garner; Sid Kumar; Sylvain Lefebvre,"Aix Marseille Université; Inria; LMS, CNRS, Ecole Polytechnique; TU Delft; Université de Lorraine, CNRS, Inria, LORIA",Fabrication,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1573&sess=sess118,"We explore a new direction in mechanical cloaking: halftoning an image using a porous structure that behaves like a linear, isotropic material and visually matches an image. For an external observer, this creates the surprising effect where the object appears mechanically homogeneous while its porous structure resembles a target image."
"Monday, 20 July 2026",4:05pm,4:15pm,SAND: Spatially Adaptive Network Depth for Fast Sampling of Neural Implicit Surfaces,Technical Paper,Room 408 B,Chuanxiang Yang; Junhui Hou; Yuan Liu; Siyu Ren; Guangshun Wei; Taku Komura; Yuanfeng Zhou; Wenping Wang,City University of Hong Kong; Hong Kong University of Science and Technology; Shandong University; Texas A&M University; The University of Hong Kong (HKU),Artificial Intelligence/Machine Learning; Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_770&sess=sess146,"SAND is an efficient neural implicit surface representation framework that accelerates sampling by adapting network depth to spatial importance and local geometric complexity. By combining a volumetric depth map with a tailed MLP for adaptive termination, it significantly improves inference-time query efficiency while preserving high-fidelity reconstruction and enabling neural level-of-detail."
"Monday, 20 July 2026",4:15pm,4:25pm,AGILE: Hand-object Interaction Reconstruction from Video via Agentic Generation,Technical Paper,Room 403 A,Jin-Chuan Shi; Binhong Ye; Tao Liu; Xiaoyang Liu; Yangjinhui Xu; Junzhe He; Zeju Li; Hao Chen; Chunhua Shen,Zhejiang University,Generative AI; Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_766&sess=sess110,"AGILE reconstructs 3D hand-object interactions from monocular videos via agentic generation. It produces complete, simulation-ready object meshes and robustly estimates object pose without SfM, enabling accurate and stable results on challenging real-world data."
"Monday, 20 July 2026",4:15pm,4:25pm,DPF: Differentiable Polyphase Filtering for Large-Kernel Approximation,Technical Paper,Room 408 A,Zhe Cao; Zhizhen Wu; Yuchi Huo; Zhonggui Chen; Rui Wang,"School of Informatics, Xiamen University; State Key Lab of CAD and CG, Zhejiang University",Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_940&sess=sess134,"We introduce a novel Polyphase Filtering framework offering the fastest approximation for real-time, large-kernel image and video processing. Overcoming fixed-resolution processing constraints, our method efficiently handles complex, spatially-variant kernels. It significantly outperforms existing techniques, delivering unmatched computational speed and superior visual quality for dynamic post-processing and advanced visual effects."
"Monday, 20 July 2026",4:15pm,4:25pm,Shellular Metamaterial Design via Compact Electric Potential Parametrization,Technical Paper,Room 403 B,Tianyi Huang; Chang Liu; Bohan Wang,National University of Singapore,Fabrication; Geometry; Modeling; Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_393&sess=sess118,"This work introduces a compact, expressive design space for shellular metamaterials, along with a fast GPU-based homogenization pipeline that evaluates elastic properties in near real time. This enables interactive exploration and inverse design, achieving diverse geometries and a broad range of mechanical behavior at low solid volume."
"Monday, 20 July 2026",4:15pm,4:25pm,The PhaseTree: Multiphase Signed Distance Fields,Technical Paper,Room 408 B,Eric Galin; Pierre Hubert-briere; Marie-Paule Cani; Adrien Peytavie; Eric Guérin; Hugo Schott,"Centre National de la Recherche Scientifique - Laboratoire d'informatique de l'École Polytechnique (LIX); INSA, Lyon; Université Claude Bernard Lyon 1",Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1372&sess=sess146,"We introduce the PhaseTree, a novel hierarchical construction tree representation for compactly modeling objects composed of multiple phases or materials. An object is defined as a single tree that combines phase-aware primitives and operators, yielding a unified multiphase signed distance representation that naturally supports complex topologies and non-manifold interfaces."
"Monday, 20 July 2026",4:15pm,5:15pm,Visualizing the Moon for Artemis II,Production Session,Petree D,Ernie Wright; Kel Elkins; Marie Henderson,NASA Goddard Space Flight Center,Scientific Visualization,Production & Animation,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=pros_135&sess=sess167,"Artemis II is the first crewed spaceflight to the Moon, in fact the first beyond Earth orbit, since Apollo 17 in 1972. The four astronauts will fly around the far side of the Moon on the sixth day of their mission, and for a six-hour period during the flyby, they will be observing, photographing, and describing the geology of the side of the Moon never seen from Earth, including areas never seen by human eyes in daylight even by Apollo astronauts.

Cinematic scientific visualization using high-end commercial 3D rendering software has played a crucial role in both planning the observations and in training the astronauts. This kind of visualization combines rendering realism with large NASA datasets to create highly accurate representations of the lighting conditions the astronauts are likely to encounter.

Small differences in Sun angle can reveal or hide topographic, albedo, and color features of the greatest interest to lunar scientists. For this reason, the final observation plan won’t be created until after the launch, when the precise trajectory and lunar arrival time are known. A six-hour realtime visualization of the flyby will be rendered from Mission Control on day 2 of the flight. This will be used by the science team to create the observation plan, which will then be uploaded to the crew as they approach the Moon. The visualization will later be played on a large screen in Mission Control, synchronized with the actual flyby.

The production session will exhibit several visualizations of the Artemis II lunar flyby and explain how they were created and how they were used by lunar scientists and the astronauts. The visualizations draw on publicly available NASA datasets and spaceflight software libraries that will be highlighted and explored.

As of this writing, the 10-day Artemis II mission is scheduled to launch in early March. If it is completed successfully before SIGGRAPH, we will compare the flyby visualizations to photographs and video taken during the mission, and we will hear from the astronauts how useful the visualizations were to them during the flight.

The availability of panelists may be contingent on the success of the mission and on government funding and travel approval."
"Monday, 20 July 2026",4:25pm,4:35pm,DeepMill++: Neural Guidance Meets Rasterization for Efficient Accessibility Analysis,Technical Paper,Room 403 B,Fanchao Zhong; Yao Zhang; Guanze Xin; Peng-Shuai Wang; Lin Lu; Changhe Tu; Haisen Zhao,Peking University; Shandong University,Artificial Intelligence/Machine Learning; Fabrication; Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_474&sess=sess118,"We introduce DeepMill++, a conservative and highly efficient framework for cutter accessibility analysis on arbitrary triangular meshes. DeepMill++ reformulates accessibility and occlusion detection as a rasterization-based visibility and depth pooling problem. DeepMill++ achieves up to 9.5× speedup over state-of-the-art geometric methods, while maintaining 97.5% conservative accessibility accuracy."
"Monday, 20 July 2026",4:25pm,4:35pm,Dual Contouring of Signed Distance Data,Technical Paper,Room 408 B,Xiana Carrera; Ningna Wang; Christopher Batty; Oded Stein; Silvia Sellán,Columbia University; University of Southern California; University of Waterloo,Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_654&sess=sess146,"We propose an algorithm to reconstruct explicit polygonal meshes from discretely sampled Signed Distance Function (SDF) data, which is especially effective at recovering sharp features. Building on the Dual Contouring of Hermite Data method, we solve a quadratic optimization problem to place the mesh's vertices. Critically, this optimization relies solely on discretely sampled SDF data, without requiring arbitrary access to the function, gradient information, or training on large-scale datasets. Our method sets a new state of the art in surface reconstruction from SDFs at medium and high resolutions, and opens the door for applications in 3D modeling and design."
"Monday, 20 July 2026",4:25pm,4:35pm,EgoForce: Forearm-Guided Camera-Space 3D Hand Pose from a Monocular Egocentric Camera,Technical Paper,Room 403 A,Christen Millerdurai; Shaoxiang Wang; Yaxu Xie; Vladislav Golyanik; Didier Stricker; Alain Pagani,DFKI; Max Planck Institute for Informatics,Artificial Intelligence/Machine Learning; Virtual Reality,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_216&sess=sess110,"EgoForce enables real-time 3D hand pose, shape, and absolute position recovery from a single head-mounted RGB camera. Designed for lightweight smart glasses, it uses forearm cues and camera-aware ray-space lifting to provide precise tracking across diverse camera models and device setups."
"Monday, 20 July 2026",4:25pm,4:35pm,Generalized Spherical Harmonics Products using Spherical Grids,Technical Paper,Room 408 A,Di An; Jiaqi Wu; Bowen Xu; Lingqi Yan; Kun Xu,Mohamed bin Zayed University of Artificial Intelligence; Tsinghua University,Rendering,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_566&sess=sess134,"We introduce the Generalized Spherical Harmonics Product, a novel method supporting inputs with different SH orders and flexible output truncation. Using Spherical Grids as an intermediate representation, we reduce SH products to simple point-wise multiplications, achieving 3.5–6.5× speedup over state-of-the-art methods while maintaining accuracy for real-time rendering applications."
"Monday, 20 July 2026",4:30pm,6:30pm,Bring Your Bunny (or Something) 05: Fabrication Meet-up,Birds of a Feather,Room 512,Quentin Becker; Anran Qi; Takeo Igarashi; Koya Narumi; Michael Haller,Free University of Bozen-Bolzano; Keio University; The University of Tokyo,Art; Fabrication; Geometry,Arts & Design; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_109&sess=sess475,"This event will provide an opportunity for those working on fabrication to meet others and share their experiences. We encourage them to bring physical objects (fabrication results) to make it a fun event. We plan to invite people working on fabrication widely using our own connections, but also welcome anybody interested in this topic. This will be the 5th “Bring Your Bunny (or Something)” BoF event with previous events taking place at SIGGRAPH in 2023, 2024, and 2025, and SIGGRAPH Asia in 2024."
"Monday, 20 July 2026",4:35pm,4:45pm,Dual Contouring over Expanded Cubes (DCx) for Zero-Level Set Extraction from Neural Unsigned Distance Functions,Technical Paper,Room 408 B,Qingchao Bao; Xuhui Chen; Jingpeng Yin; Fei Hou; Wencheng Wang; Hong Qin; Ying He,"Dalian University of Technology; Institute of Software, Chinese Academy of Sciences; Nanyang Technological University; Stony Brook University",Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_1461&sess=sess146,"DCx extends the Dual Contouring method which only extracts manifold surfaces from signed distance fields, to enable the surface extraction from unsigned distance fields. This is achieved by looking up a carefully designed table over expanded 2x2x2 cubes, allowing complex topologies to be extracted, particularly for non-manifold structures."
"Monday, 20 July 2026",4:35pm,4:45pm,OmniHands: Robust Motion Capture of Interactive Hands via A Versatile Transformer,Technical Paper,Room 403 A,Dixuan Lin; Yuxiang Zhang; Mengcheng Li; Wei Jing; Qi Yan; Qianying Wang; Yebin Liu; Hongwen Zhang,Beijing Normal University; Lenovo Group Ltd; Tsinghua University,Animation; Simulation; Virtual Reality,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=paperstog_124&sess=sess110,"OmniHands is a universal architecture for hand reconstruction across diverse scenarios, supporting single-hand reconstruction, two-hand interaction reconstruction, temporal inputs, and multi-view inputs. It achieves this within a unified framework by first tokenizing the features of each hand and then fusing the tokens in a task-dependent manner"
"Monday, 20 July 2026",4:35pm,5:05pm,Real-Time Rendering - Interactive Discussion,Technical Paper,Room 408 A,,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_113&sess=sess134,"After the summary presentations, attendees will participate in an interactive discussion. Outside the room will be a series of poster boards for authors to gather around with the audience. Authors are invited to bring any material related to their paper that could instigate further conversation such as printouts, posters, demos, or other presentation aids. The interactive discussions provide attendees more interaction with the individual authors."
"Monday, 20 July 2026",4:35pm,4:45pm,Uniformly Deployable Kirigami on Arbitrary Planar Graphs,Technical Paper,Room 403 B,Aviv Segall; Jing Ren; Olga Sorkine-Hornung,ETH Zurich,Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_610&sess=sess118,"We present a method for exploring the space of uniformly deployable hinged kirigami structures, as a constrained embedding space of an arbitrary planar graph. The design space can be used for desired deployment properties, such as conformal behavior and fully-closed deployed configuration, and for inverse design."
"Monday, 20 July 2026",4:45pm,5:45pm,Chapters: East Coast Meetup,ACM SIGGRAPH 365,Room 404 AB,Amira Malcom; Anjelikal Rogers; Natasha Warshawsky,Philadelphia ACM SIGGRAPH Professional Chapter; Professional and Student Chapters Committee,Animation; Art; Artificial Intelligence/Machine Learning; Audio; Augmented Reality; Capture/Scanning; Computer Vision; Digital Twins; Display; Dynamics; Education; Ethics and Society; Fabrication; Games; Generative AI; Geometry; Graphics Systems Architecture; Haptics; Hardware; Image Processing; Industry Insight; Lighting; Math Foundations and Theory; Modeling; Performance; Physical AI; Real-Time; Rendering; Robotics; Scientific Visualization; Simulation; Spatial Computing; Virtual Reality,Arts & Design; Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=thea_120&sess=sess270,"In conjunction with the Professional and Student Chapters Committee (PSCC), leaders from chapters on the East Coast of North America welcome you to join a social hour to connect with other students and professionals. This session will give information on chapters in the area, the activities they host, and ways to get involved.

More information about the PSCC, chapters near you and how to get involved can be found at https://siggraph.org/chapters."
"Monday, 20 July 2026",4:45pm,5:15pm,Humans & Hands - Reconstruction - Interactive Discussion,Technical Paper,Room 403 A,,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_111&sess=sess110,"After the summary presentations, attendees will participate in an interactive discussion. Outside the room will be a series of poster boards for authors to gather around with the audience. Authors are invited to bring any material related to their paper that could instigate further conversation such as printouts, posters, demos, or other presentation aids. The interactive discussions provide attendees more interaction with the individual authors."
"Monday, 20 July 2026",4:45pm,4:55pm,IsoGami: Rigid-Deployable Kirigami Materials From Isohedral Tilings,Technical Paper,Room 403 B,Guo Han; Juan Montes Maestre; Numerow Logan; Ronan Hinchet; Stelian Coros; Bernhard Thomaszewski,ETH Zürich,Fabrication; Geometry; Modeling; Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_741&sess=sess118,"We present a computational method to design rigid-deployable Kirigami sheets based on isohedral tilings. By exploring combined topology and geometry spaces, our approach identifies self-deployable structures with controlled expansion. Our approach generates diverse designs, demonstrated through an interactive browser and validated with 3D-printed prototypes."
"Monday, 20 July 2026",4:45pm,4:55pm,Subgrid Marching Tetrahedra,Technical Paper,Room 408 B,Hossein Baktash; Mark Gillespie; Keenan Crane,"Carnegie Mellon University; INRIA, Saclay",Geometry; Modeling,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_974&sess=sess146,"Subgrid Marching Tetrahedra is an iso-surfacing method that reconstructs high quality surfaces while capturing fine topological features below grid resolution. Using grid edge intersections locations with the implicit function, it produces manifold meshes with the usual benefits from classical marching methods such as easy parallelism and intersection-free property."
"Monday, 20 July 2026",4:55pm,5:25pm,Creating & Iso-Surfacing SDFs - Interactive Discussion,Technical Paper,Room 408 B,,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_114&sess=sess146,"After the summary presentations, attendees will participate in an interactive discussion. Outside the room will be a series of poster boards for authors to gather around with the audience. Authors are invited to bring any material related to their paper that could instigate further conversation such as printouts, posters, demos, or other presentation aids. The interactive discussions provide attendees more interaction with the individual authors."
"Monday, 20 July 2026",4:55pm,5:25pm,Fabrication - Interactive Discussion,Technical Paper,Room 403 B,,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=misc_112&sess=sess118,"After the summary presentations, attendees will participate in an interactive discussion. Outside the room will be a series of poster boards for authors to gather around with the audience. Authors are invited to bring any material related to their paper that could instigate further conversation such as printouts, posters, demos, or other presentation aids. The interactive discussions provide attendees more interaction with the individual authors."
"Monday, 20 July 2026",5:30pm,6:00pm,Visualizing the Moon for Artemis II - Production Session Meet & Greet,Production Session,Petree D Lobby,,,,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess519,"Join us for a meet and greet with our speakers right after the session ends. This is a fantastic chance to continue the conversation, network with fellow attendees, and ask any questions you may have. You won't want to miss it!"
"Monday, 20 July 2026",6:00pm,7:00pm,Countering Racial Bias in Computer Graphics Research: Five Years Later,Birds of a Feather,JW Marriott - Plaza 1,Theodore Kim; Silvia Sellan; Oded Stein; Alvin Shi; Daniel Ritchie,Brown University; Columbia University; University of Southern California; Yale University,Ethics and Society,Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_165&sess=sess393,"This BOF is for attendees interested in discussing racial bias and related issues embedded in computer graphics research. It is a follow-on to similarly titled BOFs at SIGGRAPH 2021, 2022, 2024, and 2025. We will celebrate progress over the last five years, discuss setbacks, and brainstorm paths forward. This will be a friendly, collaborative space for mutual, authentic engagement across difference. Attendees can be at any stage, including learning about, taking steps toward, or enacting change in computer graphics research."
"Monday, 20 July 2026",6:30pm,8:30pm,Electronic Theater (separate ticket required),Computer Animation Festival,Hall K,,,,,,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess323,"Every year the Electronic Theater highlights a selection of the very best in computer animation and this year's edition continues in this tradition.

The prestigious, Oscar® qualifying festival is your ticket to this best, and soon to be buzziest, short film projects. Opening night also includes the presentation of the festival awards!"
"Monday, 20 July 2026",8:00am,8:45am,"Frontier Talk: Write Once, Read ALWAYS: Reading Computer Graphics through Critical Code Studies",Frontiers,Room 408 B,Mark Marino,University of Southern California,Art; Education; Ethics and Society,Arts & Design; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=ftalk_103&sess=sess368,"Most programmers don't want people looking too closely at their code, except the parts where they found that clever hack or ingenious workaround. And now with AI some people don't even read the code they generate. But what if we looked closer at code? This talk introduces Critical Code Studies, a field that uses computer source code as an entrypoint for discussing culture, philosophy, and the way we see and represent the world. Focusing on examples from the world of computer graphics, I will explore what your code may say about you and about the world you are modeling and envisioning."
"Monday, 20 July 2026",8:00am,9:30am,"Immersive Visualisation for Science, Research, Art and Digital Twins Applications",Birds of a Feather,Room 513,Tomasz Bednarz; William Sherman; AJ Christensen; Mohammad Mohajerani,NASA; NIST; NVIDIA,Augmented Reality; Digital Twins; Display; Graphics Systems Architecture; Physical AI; Real-Time; Scientific Visualization; Spatial Computing,Arts & Design; New Technologies; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=bof_105&sess=sess288,"Traditionally (and since 2014), this session is about immersive visualization systems, software, and tools for science, research, scientific visualization, information visualization, art, design and digital twins. Invited speakers and panelists discuss newest initiatives and developments in immersive space as applied to data exploration, scientific discoveries, and more.

Detailed agenda can be found under https://vis-bof.matters.today"
"Monday, 20 July 2026",8:00am,2:00pm,Pathfinders,Pathfinders,West Hall Lobby,,,,Arts & Design; Gaming & Interactive; New Technologies; Production & Animation; Research & Education,,https://s2026.conference-schedule.org/?post_type=page&p=16&sess=sess472,"FIRST-TIME ATTENDEE RESOURCE: Pathfinders will be available to help you find your way. Pathfinders is a volunteer group dedicated to mentoring first-time conference visitors. The Pathfinders team can offer detailed explanations and descriptions of all SIGGRAPH programs or venues, and help you build a schedule based on your personal skills and interests."
"Monday, 20 July 2026",9:00am,10:30am,A Whirlwind Introduction to Computer Graphics,Course,Room 515 A,Mike Bailey,Oregon State University,Animation; Education; Lighting; Modeling; Rendering,Arts & Design; Gaming & Interactive; Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=gensub_218&sess=sess194,"For a beginner, walking into SIGGRAPH is a very intimidating experience. There is so much to see and so much to do, but everyone seems to be speaking an unfamiliar language. No matter who you are, this course is for you! It will give everyone a background in concepts needed to get more from the conference."
"Monday, 20 July 2026",9:00am,3:00pm,Arm Create - The New Arm Developer Experience,Industry Session,Room 308,Gabriel Peterson; Li Guangyao; Lukas Medek; Ning Liu; Peter Hodges; Sergio Alapont; Yuwen Wu; Zhou Jian,Arm; NetEase Games; Sumo Digital; Tencent Games,Artificial Intelligence/Machine Learning; Computer Vision; Games; Generative AI; Graphics Systems Architecture; Hardware; Industry Insight; Lighting; Performance; Pipeline Tools and Work; Real-Time; Rendering,Gaming & Interactive; New Technologies; Production & Animation; Research & Education,Full Conference Supporter; Full Conference; Experience; Discover,https://s2026.conference-schedule.org/?post_type=page&p=15&id=ind_153&sess=sess582,"Join Arm to build, experiment, and bring ideas to life at Arm Create at SIGGRAPH 2026.

Neural graphics on mobile are rapidly moving from research into real-world development workflows. At Arm Create Dev Day at SIGGRAPH, developers can explore what that means in practice. Bringing together developers, researchers, and ecosystem partners, the event features technical talks, guided demonstrations, and direct access to Arm experts working at the intersection of graphics, AI, and mobile development.

Attendees will experience Neural Dawn, firsthand and learn how to start building with Neural Graphics today: From integrating neural rendering techniques into existing pipelines to preparing ML + GPU workflows for next-generation mobile hardware.

Arm Create Dev Day showcases what developers can build now and how upcoming Arm technologies will expand future possibilities. The conversation continues throughout SIGGRAPH with additional demos, meetings, technical sessions, and stage presentations throughout the week."
"Monday, 20 July 2026",9:00am,10:00am,Beyond Computational Design: Design Intelligence and the Future of Creative Systems,ACM SIGGRAPH 365,Room 404 AB,Joanna Berzowska; Masa Inakage; Joanna Berzowska; Marcelo Coelho; Aisling Kelliher; Nicolas Henchoz; Makai Smith,Concordia University; Design Intelligence Lab MIT Department of Architecture; Digiplasty; The Media Studio Inc.; University of Southern California; École Polytechnique Fédérale de Lausanne (EPFL),Ethics and Society; Generative AI,Arts & Design,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=thea_127&sess=sess280,"Computational design reshaped interactive media, product design, and architecture over the past two decades. What comes next?

This SIGGRAPH 365 session puts that question to the ACM SIGGRAPH Design Affinity Group, tool-makers and educators who have shaped computational design practice and its platforms. In a sequence of short provocations, panelists will stake out what supersedes computational design: where AI, generative methods, and open frameworks are taking creative practice, and how future tools can support human agency and collaborative forms of design.

The talks will open a discussion on bridging domains: interaction and UX designers, visual and graphic designers, industrial and product designers, as well as architects, have been part of SIGGRAPH since its inception, but have remained at its edges. The Design Affinity Group exists to move them closer to the center. We want your take on what advocacy for design within SIGGRAPH should look like."
"Monday, 20 July 2026",9:00am,9:10am,Boundary-aware Neural Model Reduction for PDEs,Technical Paper,Room 408 B,Li Liao; Pengfei Shen; Yifan Peng,The University of Hong Kong; The University of Hong Kong (HKU),Artificial Intelligence/Machine Learning; Simulation,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_879&sess=sess127,"Neural eigenanalysis enables reduced-order modeling across shape families but is limited to Neumann boundaries. We extend it to Dirichlet, Robin, and mixed conditions by treating boundary configurations as inputs, forming a unified shape–boundary space for consistent spectral analysis and simulation across varying geometries and boundary settings."
"Monday, 20 July 2026",9:00am,10:15am,Digital Humans & Virtual Try-On,Technical Paper,Room 403 B,,,Animation; Artificial Intelligence/Machine Learning; Generative AI; Modeling,Research & Education,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/null,
"Monday, 20 July 2026",9:00am,9:10am,FabricTryOn: Taming Image Editing Models for Garment Re-Texturing,Technical Paper,Room 403 B,Jun Ma; Qian He; Gaofeng He; Huang Chen; Chen Liu; Xiaogang Jin; Yin Yang; Huamin Wang,"State Key Lab of CAD and CG, Zhejiang University; Style3D Research; University of Utah; Zhejiang Sci-Tech University; Zhejiang University",Generative AI,,Full Conference Supporter; Full Conference,https://s2026.conference-schedule.org/?post_type=page&p=15&id=papers_596&sess=sess152,"We study fabric try-on as a garment re-texturing task, replacing fabric materials while preserving garment geometry and illumination. Leveraging modern image editing models and a real-image data curation pipeline, our framework performs fabric removal and application directly in image space, enabling coherent and photorealistic fabric try-on from a single image."
"Monday, 20 July 2026",9:00am,12:15pm,Frontiers Workshop: Quantum Machine Learning: Bridging Quantum Computing & Machine Learning,Frontiers,Room 501 ABC,Wei Zhang; Tianming Liu; Yingfeng Wang; Xiang Li; James Hendler; Thilanka Munasinghe; Jennifer Wei,Augusta University; Harvard Medical School; National Aeronautics and Space Administration; Rensselaer Polytechnic Institute; The University of Georgia; University of Tennessee at Chattanooga,Artificial Intelligence/Machine Learning,Research & Education,Full Conference Supporter; Full Conference; Experience,https://s2026.conference-schedule.org/?post_type=page&p=15&id=fwork_103&sess=sess238,"Quantum Machine Learning (QML) is emerging as a transformative field connecting quantum computing with modern machine learning and AI. This workshop explores how quantum-based approaches can support new learning paradigms, hybrid quantum–classical architectures, generative models, and computer graphics pipelines. Emphasizing both theory and practice, the workshop will examine near-term quantum hardware, deployable system design, and rigorous evaluation methods for identifying meaningful quantum advantage. Through three keynote talks, a panel discussion, open dialogue, and roadmap synthesis, the workshop aims to foster interdisciplinary collaboration and help shape the future of scalable, practical, and impactful QML."
